0 100000000000.000000 0.000000 
1 97518455653.352890 -12407721.733236 
2 97511541375.700668 -34571.388261 
3 97506963405.417816 -22889.851414 
4 97496989263.128891 -49870.711445 
5 97498947494.449203 9791.156602 
6 97489679401.793518 -46340.463278 
7 97479330797.556198 -51743.021187 
8 97484295991.990402 24825.972171 
9 97480476758.873123 -19096.165586 
10 97484855690.906006 21894.660164 
11 97492746583.585571 39454.463398 
12 97489708476.013840 -15190.537859 
13 97356491461.900024 -666085.070569 
14 97160000979.474365 -982452.412128 
15 96915712193.207687 -1221443.931333 
16 96442893996.313934 -2364090.984469 
17 86586513258.309937 -49281903.690020 
18 98996606497.115189 62050466.194026 
19 99223955825.231384 1136746.640581 
20 98519317125.970718 -3523193.496303 
21 98373949076.922791 -726840.245240 
22 98375543888.528275 7974.058027 
23 98247097189.855896 -642233.493362 
24 98129251404.113174 -589228.928714 
25 98111869552.921539 -86909.255958 
26 98122913031.472641 55217.392756 
27 98132406064.915253 47465.167213 
28 98109540450.947845 -114328.069837 
29 98094724988.043076 -74077.314524 
30 98069203423.969482 -127607.820368 
31 98047638309.321472 -107825.573240 
32 98036236132.142868 -57010.885893 
33 97997886437.614594 -191748.472641 
34 97977996441.409149 -99449.981027 
35 97956163409.955658 -109165.157267 
36 97881783822.899170 -371897.935282 
37 97842953860.959351 -194149.809699 
38 97824357240.025192 -92983.104671 
39 97891619737.108124 336312.485415 
40 97788532434.987900 -515436.510601 
41 97759189471.328110 -146714.818299 
42 97810734999.445145 257727.640585 
43 97557873362.122910 -1264308.186611 
44 97678030051.180328 600783.445287 
45 97484789829.885391 -966201.106475 
46 97370061301.423996 -573642.642307 
47 97202090725.468307 -839852.879778 
48 97557036845.745941 1774730.601388 
49 97359817036.077896 -986099.048340 
50 97055650568.985672 -1520832.335461 
51 96063635800.408356 -4960073.842887 
52 104021471768.090440 39789179.838410 
53 93277338653.440659 -53720665.573249 
54 104434121687.810040 55783915.171847 
55 95175582479.877945 -46292696.039660 
56 97575097422.776932 11997574.714495 
57 97249270380.096878 -1629135.213400 
58 97323139034.797073 369343.273501 
59 97413700167.052338 452805.661276 
60 97034787113.690659 -1894565.266808 
61 98905532921.690430 9353729.039999 
62 99711038939.609680 4027530.089596 
63 30051726208.343094 -348296563.656333 
64 99012487778.251907 344803807.849544 
65 98388678398.548828 -3119046.898515 
66 98421626207.336349 164739.043938 
67 98442150143.472931 102619.680683 
68 98437034196.620193 -25579.734264 
69 98458943360.712265 109545.820460 
70 98484535570.600021 127961.049439 
71 98619439300.276978 674518.648385 
72 98854338718.790756 1174497.092569 
73 94144723148.028900 -23548077.853809 
74 96993933422.829422 14246051.374003 
75 97458878167.602936 2324723.723868 
76 96992537908.443710 -2331701.295796 
77 97413995071.853989 2107285.817051 
78 97624205789.504776 1051053.588254 
79 97806576327.535919 911852.690156 
80 97842519774.683228 179717.235737 
81 97404559966.858078 -2189799.039126 
82 97174246042.381134 -1151569.622385 
83 87869138432.099182 -46525538.051410 
84 97058635853.212036 45947487.105564 
